Species,Culmen_Length_mm,Culmen_Depth_mm,Flipper_Length_mm,Body_Mass_g,Island_Biscoe,Island_Dream,Island_Torgersen,Sex_FEMALE,Sex_MALE
Chinstrap,0.7683564872975435,1.412818091999453,0.25140244964374603,-0.9803565092749025,False,True,False,True,False
Gentoo,0.5627811319953168,-0.9052778474343416,1.1741916636154501,1.8318772061582822,True,False,False,True,False
Adelie,-1.4742837523631078,0.5886062024229936,-1.0476008284856517,0.23954487269003302,False,False,True,False,True
Adelie,-0.7454256744733964,0.4340664731274068,-0.6997802786040109,-0.3444369934427139,False,False,True,True,False
Adelie,-0.6519823311542026,1.0007121472112241,-0.5223208143786833,-0.6775980146854741,False,True,False,True,False
Adelie,-0.39034096986046024,0.38255323002887726,-0.550714328654734,0.07613129192837499,False,True,False,False,True
Gentoo,0.17031909005470255,-1.0598175767299283,1.5078154563590673,0.6537792983416778,True,False,False,True,False
Adelie,-1.2126423910693653,0.5886062024229936,-0.6997802786040109,-1.2514457052671104,False,False,True,False,True
Gentoo,1.0113091799274467,-0.6477116319416977,1.3019624778576868,1.3517706394244187,True,False,False,False,True
Chinstrap,1.4972145651872548,0.6401194455215212,-0.3661564858603936,-0.3140344667893822,False,True,False,False,True
Gentoo,0.5067151260038011,-1.6264632508137449,2.2389484489674163,1.0680137239933225,True,False,False,True,False
Chinstrap,1.3103278785488672,1.0522253903097518,0.08813974255644572,-0.2063588515588323,False,True,False,False,True
Gentoo,0.6375358066506716,-0.4931719026461118,1.6426846491703149,1.4822481496449673,True,False,False,False,True
Adelie,-0.9883783671032997,-1.0083043336313997,-0.1674018859280278,0.10653381858170671,False,True,False,True,False
Adelie,-0.8575576864564293,0.8461724179156375,-0.9837154213645353,-0.5876572066693677,False,False,True,False,True
Chinstrap,1.403771221868061,0.8976856610141651,-0.6358948714828926,-1.0728308611787865,False,True,False,True,False
Chinstrap,0.7683564872975435,1.412818091999453,0.7056986780605854,-0.6218600491543659,False,True,False,False,True
Gentoo,1.7027899204894814,-1.3173837922225722,1.5362089706351183,1.8154091708877276,True,False,False,False,True
Adelie,-0.6706709998180417,0.4340664731274068,-0.6713867643279581,-0.0024085685927319684,False,True,False,True,False
Adelie,-0.6893596684818794,1.3613048489009254,-0.35905810729138093,-0.8093422968499115,False,True,False,True,False
Chinstrap,0.6749131439783496,1.1037386334082815,0.7695840851817037,-0.09488292049661597,False,True,False,True,False
Gentoo,0.5067151260038011,-1.6779764939122734,1.472323563514002,1.4227098682821928,True,False,False,True,False
Chinstrap,0.020809740743993013,1.0007121472112241,-0.3022710787392753,-0.7485372435432481,False,True,False,False,True
Adelie,-1.1939537224055263,0.4340664731274068,-0.8488462285532858,-0.657329663583253,False,False,True,False,True
Adelie,-0.8949350237841059,-0.4931719026461118,-0.3945500001364465,-1.4021915665898803,False,True,False,True,False
Adelie,-0.6893596684818794,0.4340664731274068,-0.8062559571392076,-0.4191765381321544,False,False,True,True,False
Adelie,-1.4555950836992688,-0.02955271475935159,-0.5223208143786833,-0.8017416651865786,True,False,False,True,False
Chinstrap,2.113940631093935,0.6401194455215212,0.13782839253953666,-0.734602752160471,False,True,False,True,False
Gentoo,0.8431111619528981,-0.6992248750402262,0.712797056629598,1.3543041833121963,True,False,False,True,False
Gentoo,1.2729505412211906,-0.44165865954758227,0.6489116495084797,0.6322441752955679,True,False,False,False,True
Adelie,-0.8201803491287512,-0.08106595785788111,-0.6926819000349962,-0.5091173461482608,False,False,True,True,False
Adelie,-0.9883783671032997,1.670384307492097,-1.7858321996630153,-0.4951828547654837,True,False,False,True,False
Adelie,-0.9323123611117841,-0.4931719026461118,-0.721075414311049,-0.44577874895381964,True,False,False,True,False
Chinstrap,0.2824511020377354,0.537092959324464,-1.1682732641588758,-0.3685056603766015,False,True,False,False,True
Gentoo,0.020809740743993013,-1.987055952503446,1.2309786921675558,1.164288391728873,True,False,False,False,True
Gentoo,0.2824511020377354,-0.9567910905328701,1.663979784877355,2.1359024726915994,True,False,False,False,True
Gentoo,0.15163042139086486,-0.08106595785788111,0.8192727351647947,1.7013996959377335,True,False,False,False,True
Gentoo,0.45064912001228397,-0.7507381181387558,1.8485376276716954,-0.521785065587149,True,False,False,False,True
Chinstrap,0.7683564872975435,0.9491989041126947,-0.004139178840725501,0.003925291126712142,False,True,False,False,True
Adelie,-0.8949350237841059,1.0522253903097518,-1.1469781284518357,-0.21142593933438758,True,False,False,False,True
Adelie,-0.7828030118010731,0.794659174817108,-0.5294191929476959,-1.481998199054876,False,False,True,True,False
Chinstrap,0.6936018126421887,0.17650025763476285,-0.5152224358096685,-0.45211260867326375,False,True,False,False,True
Gentoo,1.1608185292381576,-0.6477116319416977,1.2096835564605157,0.9844067756966604,True,False,False,True,False
Gentoo,0.8057338246252215,-1.7810029801093317,0.37917326388598277,0.21800974964392306,True,False,False,True,False
Chinstrap,1.758855926480997,0.537092959324464,-0.06802458596184388,-0.24436200987549697,False,True,False,True,False
Adelie,-0.7641143431372355,0.7431459317185802,-0.16030350735901308,-1.9899737485542937,False,True,False,True,False
Adelie,-0.8949350237841059,0.8461724179156375,-1.310240835539138,-0.8815482976515744,False,True,False,False,True
Adelie,-0.9510010297756231,-0.5446851457446394,-1.0546992070546664,-1.6935491136843093,False,False,True,True,False
Chinstrap,0.5254037946676401,0.17650025763476285,-0.5365175715167086,-0.3913075553666003,False,True,False,False,True
Chinstrap,1.3103278785488672,1.2067651196053386,-0.8417478499842731,-0.21142593933438758,False,True,False,True,False
Gentoo,1.1795071979019967,-0.4931719026461118,1.1245030136323593,1.1250184614683196,True,False,False,False,True
Adelie,-0.14738827723055556,1.2067651196053386,-1.0688959641926918,-0.5129176619799272,False,True,False,False,True
Adelie,-0.3342749638689432,0.8461724179156375,0.0029591997282872044,-0.7713391385332469,True,False,False,False,True
Adelie,-0.8762463551202669,0.537092959324464,-1.2179619141419666,-0.5724559433427019,False,False,True,False,True
Adelie,-1.0070670357671387,1.1037386334082815,-0.7991575785701929,-0.8258103321204663,False,False,True,True,False
Chinstrap,0.6375358066506716,-0.18409244405493833,0.3507797496099299,-0.21142593933438758,False,True,False,True,False
Adelie,-1.1191990477501716,0.6401194455215212,-0.7068786571730237,-1.0234267553671224,False,True,False,False,True
Adelie,-0.8949350237841059,0.2795267438318201,-0.9056332571053894,-0.02394369163884194,False,True,False,True,False
Gentoo,0.020809740743993013,-1.2658705491240436,0.7056986780605854,1.897749347240501,True,False,False,True,False
Adelie,-0.37165230119662124,-0.3386321733505251,-0.9269283928124297,-0.7954078054671345,False,False,True,False,True
Adelie,-1.380840409043914,0.537092959324464,-0.7423705500180892,-1.3869903032632143,False,False,True,False,True
Chinstrap,0.7870451559613825,1.1552518765068092,-0.29517270017026254,-1.6061418495559805,False,True,False,True,False
Adelie,-0.8762463551202669,0.6401194455215212,-0.550714328654734,-0.1252854471499477,False,False,True,False,True
Chinstrap,0.8617998306167373,1.1037386334082815,-1.1469781284518357,-0.6104591016593665,False,True,False,True,False
Gentoo,0.45064912001228397,-0.9567910905328701,1.7917505991195917,1.4151092366188598,True,False,False,False,True
Chinstrap,0.03949840940783204,-0.5446851457446394,-0.1886970216350659,-1.4199263738043237,False,True,False,False,True
Chinstrap,1.5532805711787718,1.2582783627038683,-0.14610675022098768,-1.161504897251004,False,True,False,False,True
Gentoo,0.8244224932890591,-1.6264632508137449,0.6276165138014416,0.701916632209453,True,False,False,False,True
Chinstrap,1.2729505412211906,0.4340664731274068,0.21591055679868046,0.00899237890226743,False,True,False,False,True
Adelie,-0.2782089578774274,-0.13257920095641063,-1.3457327283842033,-0.24309523793160814,False,True,False,False,True
Chinstrap,0.9552431739359311,0.6916326886200508,-0.20289377877309334,0.2813483468383641,False,True,False,False,True
Adelie,-0.8762463551202669,-0.4931719026461118,-0.600402978637827,-0.6902657341243623,False,True,False,True,False
Adelie,-1.418217746371592,0.3310399869303496,-0.7281737928800618,-0.699133137731584,False,False,True,True,False
Adelie,-0.6146049938265246,0.794659174817108,-0.9127316356744042,-0.2519626415388299,False,False,True,False,True
Adelie,-1.1565763850778483,0.5886062024229936,-1.523192192609531,-1.0158261237037896,False,True,False,True,False
Adelie,-1.2500197283970422,1.1037386334082815,-0.7849608214321674,-0.16962246518605648,False,False,True,True,False
Gentoo,1.2916392098850282,-0.5446851457446394,1.663979784877355,0.7107840358166748,True,False,False,False,True
Chinstrap,2.1886953057492895,0.7431459317185802,0.03135271400434004,-0.10628386799161536,False,True,False,True,False
Adelie,-0.1660769458943946,1.1552518765068092,-1.5444873283165692,0.4346277520489116,True,False,False,True,False
Adelie,-0.03525626524752273,1.3613048489009254,-0.42294351441249933,-0.048012358572729556,False,False,True,False,True
Gentoo,1.1047525232466406,-1.987055952503446,0.7766824637507165,1.9306854177816104,True,False,False,True,False
Chinstrap,1.1981958665658343,1.6188710643935693,-1.6864548996968314,-0.8258103321204663,False,True,False,False,True
Adelie,-1.9041231316313987,0.8976856610141651,-0.26677918589420974,-0.21142593933438758,False,False,True,True,False
Chinstrap,0.46933778867612297,0.794659174817108,-0.6075013572068397,-0.1024835521599489,False,True,False,False,True
Gentoo,0.05818707807167107,0.021960528339176104,0.7056986780605854,1.478447833813301,True,False,False,False,True
Adelie,-0.8014916804649121,0.794659174817108,-0.3945500001364465,0.033061045836155045,True,False,False,True,False
Adelie,-1.399529077707753,0.22801350073329238,-1.0121089356405861,-0.763738506869914,False,False,True,False,True
Adelie,-0.913623692447945,-0.3901454164490546,-1.1682732641588758,-1.8202263080731915,False,False,True,False,True
Adelie,-0.39034096986046024,1.3613048489009254,-0.259680807325197,-0.4090423625810438,False,True,False,True,False
Chinstrap,1.1421298605743186,0.07347377143770563,0.11653325683249653,-0.21142593933438758,False,True,False,False,True
Gentoo,0.020809740743993013,-1.5234367646166875,1.7988489776886045,-0.39257432731048914,True,False,False,True,False
Adelie,-1.5116610896907858,1.8249240367876838,-0.01833593597875091,-0.3140344667893822,True,False,False,True,False
Gentoo,0.020809740743993013,-1.2143573060255142,1.4368316706689364,1.6025914843144053,True,False,False,True,False
Chinstrap,0.9926205112636091,0.8976856610141651,-0.0822213430998693,-0.4305774856271538,False,True,False,True,False
Gentoo,0.6188471379868339,-0.8022513612372844,1.0464208493732154,1.349237095536641,True,False,False,False,True
Gentoo,0.488026457339962,-0.6992248750402262,1.8982262776547885,0.4764312261972427,True,False,False,True,False
Chinstrap,1.1421298605743186,0.38255323002887726,0.052647849711380174,0.01025915084615625,False,True,False,True,False
Adelie,-1.0631330417586546,0.6401194455215212,-0.820452714277233,-0.8080755249060227,False,False,True,True,False
Adelie,-1.1378877164140107,0.794659174817108,-0.089319721668882,0.19900817048559072,True,False,False,True,False
Adelie,-0.016567596583685038,0.537092959324464,-1.1753716427278884,-1.203308371399335,True,False,False,True,False
Adelie,-0.12869960856671653,1.2067651196053386,0.03135271400434004,-0.9942910006576795,True,False,False,False,True
Gentoo,-0.22214295188591032,-1.0083043336313997,0.6844035423535452,0.6145093680811243,True,False,False,False,True
Gentoo,1.086063854582803,-1.2143573060255142,0.8973548994239385,-0.20002499183938818,True,False,False,True,False
Gentoo,0.8244224932890591,-0.9052778474343416,0.592124620956376,0.9071336871194422,True,False,False,True,False
Gentoo,0.09556441539934779,-1.0083043336313997,0.9115516565619659,0.8209931949350023,True,False,False,True,False
Chinstrap,1.87098793846403,0.8976856610141651,-0.6145997357758525,-0.5483872764088142,False,True,False,False,True
Adelie,-1.362151740380075,0.12498701453623332,-0.8488462285532858,-2.6588293349275918,False,False,True,False,True
Chinstrap,0.9178658366082529,1.1552518765068092,-1.7645370639559772,-0.8232767882326886,False,True,False,False,True
Adelie,-1.5303497583546235,0.3310399869303496,-1.3741262426602563,-0.21142593933438758,False,False,True,True,False
Gentoo,1.3477052158765452,-0.853764604335813,0.712797056629598,0.8057919316083364,True,False,False,False,True
Gentoo,0.020809740743993013,-0.3386321733505251,0.3436813710409172,0.4903657175800198,True,False,False,False,True
Gentoo,-0.05394493391136176,-1.0083043336313997,0.4927473209901921,1.5607880101660743,True,False,False,False,True
Gentoo,1.2729505412211906,-1.471923521518158,1.3019624778576868,1.7026664678816223,True,False,False,True,False
Gentoo,0.9365545052720919,-0.9567910905328701,1.5007170777900527,1.014809302349992,True,False,False,False,True
Adelie,-0.5772276564988479,0.794659174817108,-1.6438646282827531,-1.4655301637843212,False,True,False,False,True
Adelie,-0.48378431317965404,-0.28711893025199553,-0.11061485737592212,-0.3811733798154897,False,True,False,False,True
Adelie,-0.5772276564988479,0.6401194455215212,-0.6075013572068397,-0.3748395200960456,True,False,False,True,False
Gentoo,-0.3529636325327822,-0.44165865954758227,1.5787992420491985,0.8640634410272222,True,False,False,True,False
Adelie,-0.09132227123903981,0.537092959324464,-1.2605521855560449,-1.3426532852271056,False,True,False,False,True
Adelie,-1.2873970657247202,2.1340034953788574,-0.20289377877309334,-1.139969774204894,True,False,False,True,False
Adelie,-0.9696896984394607,1.0522253903097518,-1.2321586712799941,-0.6218600491543659,False,False,True,False,True
Gentoo,0.6375358066506716,-1.368897035321101,1.3090608564266997,0.922334950446108,True,False,False,False,True
Gentoo,0.9365545052720919,-0.3386321733505251,1.5362089706351183,1.185823514774983,True,False,False,True,False
Chinstrap,0.33851710802925244,1.0007121472112241,-0.3661564858603936,-0.62819390887381,False,True,False,True,False
Gentoo,0.9552431739359311,-0.6477116319416977,1.1599949064774246,0.48909894563613093,True,False,False,False,True
Adelie,-0.3155862952051041,0.4340664731274068,-0.35195972872236825,-0.5610549958477025,False,True,False,True,False
Adelie,-0.7641143431372355,0.38255323002887726,-0.3235662144463154,-0.33176927400382566,False,True,False,False,True
Chinstrap,0.020809740743993013,0.9491989041126947,-0.06092620739283117,-0.13541962270105828,False,True,False,False,True
Adelie,-0.46509564451581503,0.6401194455215212,-1.281847321263085,-0.21142593933438758,False,True,False,True,False
Adelie,-0.7454256744733964,0.38255323002887726,-0.7849608214321674,-0.6902657341243623,False,False,True,True,False
Adelie,-1.1752650537416873,-0.9052778474343416,-1.4806019211954529,-0.17342278101772293,False,False,True,False,True
Chinstrap,1.0113091799274467,-0.23560568715346786,-0.3448613501533555,-0.7080005413388057,False,True,False,False,True
Adelie,-1.9975664749505926,0.6401194455215212,0.5992229995253887,-0.3343028178916033,False,False,True,False,True
Gentoo,0.7496678186337044,-0.853764604335813,0.8973548994239385,0.6651802458366772,True,False,False,False,True
Gentoo,0.17031909005470255,-0.4931719026461118,1.4084381563928836,1.527851939624965,True,False,False,False,True
Gentoo,1.3477052158765452,-1.368897035321101,0.7340921923366382,1.2339608486427582,True,False,False,False,True
Adelie,-1.2313310597332043,0.3310399869303496,-1.3528311069532162,-0.46858064394381843,True,False,False,True,False
Adelie,-1.1565763850778483,0.38255323002887726,-0.6784851428969708,-1.7302855000570851,True,False,False,False,True
Adelie,-1.2500197283970422,0.3310399869303496,-0.7991575785701929,0.0419284494433768,False,False,True,False,True
Chinstrap,1.403771221868061,-0.3386321733505251,-0.28097594303223716,-0.4495790647854861,False,True,False,False,True
Chinstrap,0.5440924633314778,0.17650025763476285,0.301091099626839,0.7437201063577842,False,True,False,True,False
Gentoo,1.0486865172551247,-1.0083043336313997,0.8902565208549258,1.463246570486635,True,False,False,False,True
Gentoo,0.24507376471005868,-1.471923521518158,1.7207668134294607,1.3872402538533057,True,False,False,False,True
Adelie,-0.8201803491287512,-0.4931719026461118,-1.1540765070208483,-0.8144093846254669,False,False,True,True,False
Adelie,-1.380840409043914,-0.02955271475935159,-0.2525824287561843,-0.06954748161883953,True,False,False,False,True
Gentoo,-0.3155862952051041,-1.5749500077152163,1.1457981493393974,0.8399947740933347,True,False,False,True,False
Adelie,-1.6424817703376564,-1.0083043336313997,-1.0121089356405861,0.6917824566583425,False,False,True,True,False
Adelie,-1.1005103790863326,0.5886062024229936,-1.2960440784011105,-0.42931071368326496,False,False,True,True,False
Adelie,-1.1565763850778483,0.8976856610141651,-1.2463554284180196,-0.9714891056676808,True,False,False,True,False
Adelie,0.11425308406318681,1.309791605802396,-1.331535971246176,-0.15822151769105708,True,False,False,True,False
Gentoo,0.5814698006591558,-1.0083043336313997,1.3800446421168306,2.2625796670804816,True,False,False,False,True
Gentoo,0.020809740743993013,-1.471923521518158,1.5504057277731458,1.3378361480416416,True,False,False,True,False
Adelie,-1.848057125639883,0.021960528339176104,-0.7778624428631548,-0.30136674735049396,True,False,False,False,True
Adelie,-0.24083162054974935,-0.596198388843169,-0.35905810729138093,-0.16835569324216765,False,False,True,False,True
Adelie,-0.8201803491287512,1.0522253903097518,-1.1185846141757827,-0.21142593933438758,False,False,True,True,False
Adelie,-2.0723211496059486,0.22801350073329238,-0.47263216439559025,-1.432594093243212,False,False,True,True,False
Gentoo,1.0486865172551247,-0.7507381181387558,1.2025851778915029,1.6925322923305117,True,False,False,False,True
Adelie,-1.7919911196483673,1.2582783627038683,-0.7281737928800618,-0.21142593933438758,True,False,False,False,True
Gentoo,-0.016567596583685038,-0.596198388843169,1.344552749271765,1.4885820093644115,True,False,False,False,True
Adelie,-0.7454256744733964,0.5886062024229936,-0.9056332571053894,-0.1024835521599489,True,False,False,True,False
Adelie,-1.0631330417586546,1.2067651196053386,-1.1043878570377574,-0.6256603649860324,True,False,False,False,True
Chinstrap,0.6936018126421887,0.4340664731274068,-0.06092620739283117,-1.2881820916398863,False,True,False,True,False
Chinstrap,0.41327178268460724,0.07347377143770563,-0.46553378582657756,-0.03407786718995252,False,True,False,False,True
Chinstrap,0.8431111619528981,0.12498701453623332,-0.5152224358096685,-0.8182097004571333,False,True,False,True,False
Adelie,-1.866745794303722,0.6401194455215212,0.08813974255644572,-0.25069586959494106,False,False,True,False,True
Chinstrap,0.7496678186337044,0.17650025763476285,0.13782839253953666,-1.2501789333232216,False,True,False,False,True
Chinstrap,-0.3529636325327822,0.5886062024229936,-0.07512296453085658,-0.4331110295149314,False,True,False,False,True
Chinstrap,1.0299978485912857,0.17650025763476285,-0.38035324299842105,-1.7708222022615274,False,True,False,True,False
Adelie,-0.8201803491287512,-0.44165865954758227,-0.7636656857251273,-0.41664299424437673,False,True,False,True,False
Chinstrap,1.6467239144979657,0.7431459317185802,0.03135271400434004,0.003925291126712142,False,True,False,False,True
Gentoo,0.7496678186337044,-0.9567910905328701,1.685274920584395,1.2972994458371994,True,False,False,True,False
Adelie,-0.6519823311542026,1.3613048489009254,-0.6429932500519052,-0.12401867520605887,True,False,False,False,True
Chinstrap,0.24507376471005868,0.7431459317185802,0.421763535300061,-0.4128426784127103,False,True,False,True,False
Chinstrap,1.1981958665658343,0.8976856610141651,0.13073001397052397,-1.3920573910387697,False,True,False,False,True
Gentoo,0.6375358066506716,-1.5234367646166875,0.7553873280436764,1.1959576903260936,True,False,False,True,False
Gentoo,0.6001584693229949,-1.471923521518158,0.9470435494070315,0.7057169480411195,True,False,False,True,False
Adelie,-0.5024729818434918,0.537092959324464,-0.430041892981512,-2.029243678814847,False,False,True,True,False
Adelie,-1.6424817703376564,-0.5446851457446394,-0.16030350735901308,-0.21142593933438758,False,True,False,False,True
Adelie,-0.6706709998180417,0.22801350073329238,-0.9624202856574952,-0.16835569324216765,True,False,False,False,True
Gentoo,0.6936018126421887,-1.3173837922225722,0.6560100280774944,0.5220350161772404,True,False,False,True,False
Gentoo,0.35720577669309017,-1.6264632508137449,1.0393224708042006,1.6519955901260694,True,False,False,False,True
Chinstrap,0.8617998306167373,2.288543224674444,-0.5436159500857214,-0.5255853814188154,False,True,False,True,False
Adelie,-1.1939537224055263,0.4340664731274068,-0.870141364260324,-0.7447369277115816,True,False,False,False,True
Adelie,-1.1191990477501716,-0.6992248750402262,-0.13190999308296225,-1.3515206888343274,False,False,True,True,False
Adelie,-0.37165230119662124,0.6916326886200508,-0.2454840501871716,0.2788148029505865,False,False,True,True,False
Gentoo,-0.05394493391136176,-1.1113308198284568,1.0180273350971625,1.5101171324105214,True,False,False,True,False
Gentoo,0.5254037946676401,-0.8022513612372844,1.032224092235188,0.9983412670794374,True,False,False,False,True
Chinstrap,0.9739318425997701,0.4340664731274068,-0.770764064294142,-1.424993461579879,False,True,False,True,False
Gentoo,0.7309791499698653,-0.7507381181387558,0.8618630065788729,1.2364943925305358,True,False,False,True,False
Adelie,-1.2500197283970422,1.7218975505906267,-0.42294351441249933,-0.927152087631572,False,False,True,False,True
Adelie,-0.9883783671032997,0.4855797162259363,-0.6926819000349962,-0.4761812756071514,False,False,True,True,False
