Species,Culmen_Length_mm,Culmen_Depth_mm,Flipper_Length_mm,Body_Mass_g,Island_Biscoe,Island_Dream,Island_Torgersen,Sex_FEMALE,Sex_MALE
Adelie,41.9,16.5,187.5,3551.0,False,False,True,False,True
Adelie,36.5,18.2,190.1,3084.0,False,False,True,False,True
Chinstrap,48.1,19.4,196.4,2911.0,False,True,False,True,False
Adelie,39.2,18.4,192.8,4080.0,False,False,True,False,True
Chinstrap,48.5,19.3,184.4,3697.0,False,True,False,True,False
Gentoo,46.3,15.3,225.8,5296.0,True,False,False,False,True
Chinstrap,44.1,16.1,197.9,3058.0,False,True,False,False,True
Chinstrap,52.2,19.6,198.5,3262.0,False,True,False,False,True
Gentoo,48.3,14.0,209.4,4733.0,True,False,False,False,True
Chinstrap,50.7,18.0,203.6,4186.0,False,True,False,False,True
Adelie,42.4,16.9,181.6,3987.0,False,True,False,False,True
Chinstrap,49.0,18.5,197.7,4401.0,False,True,False,False,True
Adelie,39.2,16.2,192.1,3634.0,False,True,False,True,False
Adelie,36.3,17.8,190.3,3627.0,False,False,True,True,False
Adelie,40.6,18.7,187.7,3980.0,False,False,True,False,True
Adelie,37.7,18.3,179.1,3377.0,False,True,False,True,False
Adelie,37.2,19.3,189.5,4045.0,False,False,True,True,False
Gentoo,50.8,16.1,224.0,4740.0,True,False,False,False,True
Chinstrap,55.6,18.6,201.0,4095.0,False,True,False,True,False
Adelie,43.0,19.4,178.8,4522.0,True,False,False,True,False
Adelie,43.7,19.8,194.6,4141.0,False,False,True,False,True
Gentoo,49.8,13.3,211.5,5703.0,True,False,False,True,False
Chinstrap,50.3,20.3,176.8,3527.0,False,True,False,False,True
Adelie,33.7,18.9,196.8,4012.0,False,False,True,True,False
Chinstrap,46.4,18.7,192.0,4098.0,False,True,False,False,True
Gentoo,44.2,17.2,210.5,5346.0,True,False,False,False,True
Adelie,39.6,18.7,195.0,4205.0,True,False,False,True,False
Adelie,36.4,17.6,186.3,3576.0,False,False,True,False,True
Adelie,39.0,16.4,184.1,2742.0,False,False,True,False,True
Adelie,41.8,19.8,196.9,3856.0,False,True,False,True,False
Chinstrap,50.0,17.3,202.2,4012.0,False,True,False,False,True
Gentoo,44.0,14.2,225.9,3869.0,True,False,False,True,False
Adelie,35.8,20.7,200.3,3931.0,True,False,False,True,False
Gentoo,44.0,14.8,220.8,5444.0,True,False,False,True,False
Chinstrap,49.2,18.9,199.4,3839.0,False,True,False,True,False
Gentoo,47.2,15.6,215.3,5244.0,True,False,False,False,True
Gentoo,46.5,15.8,227.3,4555.0,True,False,False,True,False
Chinstrap,50.0,17.9,201.3,4187.0,False,True,False,True,False
Adelie,38.2,18.4,189.0,3541.0,False,False,True,True,False
Adelie,37.8,18.7,199.3,4336.0,True,False,False,True,False
Adelie,43.8,18.2,184.0,3229.0,True,False,False,True,False
Adelie,43.2,19.5,201.0,3394.0,True,False,False,False,True
Gentoo,42.7,15.2,210.2,4664.0,True,False,False,False,True
Gentoo,49.7,14.8,213.2,4021.0,True,False,False,True,False
Gentoo,48.3,15.4,208.9,4895.0,True,False,False,True,False
Gentoo,44.4,15.2,213.4,4827.0,True,False,False,True,False
Chinstrap,53.9,18.9,191.9,3746.0,False,True,False,False,True
Adelie,36.6,17.4,188.6,2080.0,False,False,True,False,True
Chinstrap,48.8,19.4,175.7,3529.0,False,True,False,False,True
Adelie,35.7,17.8,181.2,4012.0,False,False,True,True,False
Gentoo,51.1,15.5,210.6,4815.0,True,False,False,False,True
Gentoo,44.0,16.5,205.4,4566.0,True,False,False,False,True
Gentoo,43.6,15.2,207.5,5411.0,True,False,False,False,True
Gentoo,50.7,14.3,218.9,5523.0,True,False,False,True,False
Gentoo,48.9,15.3,221.7,4980.0,True,False,False,False,True
Adelie,40.8,18.7,177.4,3022.0,False,True,False,False,True
Adelie,41.3,16.6,199.0,3878.0,False,True,False,False,True
Adelie,40.8,18.4,192.0,3883.0,True,False,False,True,False
Gentoo,42.0,16.3,222.8,4861.0,True,False,False,True,False
Adelie,43.4,18.2,182.8,3119.0,False,True,False,False,True
Adelie,37.0,21.3,197.7,3279.0,True,False,False,True,False
Adelie,38.7,19.2,183.2,3688.0,False,False,True,False,True
Gentoo,47.3,14.5,219.0,4907.0,True,False,False,False,True
Gentoo,48.9,16.5,222.2,5115.0,True,False,False,True,False
Chinstrap,45.7,19.1,195.4,3683.0,False,True,False,True,False
Gentoo,49.0,15.9,216.9,4565.0,True,False,False,False,True
Adelie,42.2,18.0,195.6,3736.0,False,True,False,True,False
Adelie,39.8,17.9,196.0,3917.0,False,True,False,False,True
Chinstrap,44.0,19.0,199.7,4072.0,False,True,False,False,True
Adelie,41.4,18.4,182.5,4012.0,False,True,False,True,False
Adelie,39.9,17.9,189.5,3634.0,False,False,True,True,False
Adelie,37.6,15.4,179.7,4042.0,False,False,True,False,True
Chinstrap,49.3,16.7,195.7,3620.0,False,True,False,False,True
Adelie,33.2,18.4,209.0,3915.0,False,False,True,False,True
Gentoo,47.9,15.5,213.2,4704.0,True,False,False,False,True
Gentoo,44.8,16.2,220.4,5385.0,True,False,False,False,True
Gentoo,51.1,14.5,210.9,5153.0,True,False,False,False,True
Adelie,37.3,17.8,181.5,3809.0,True,False,False,True,False
Adelie,37.7,17.9,191.0,2813.0,True,False,False,False,True
Adelie,37.2,17.8,189.3,4212.0,False,False,True,False,True
Chinstrap,51.4,16.5,196.6,3824.0,False,True,False,False,True
Chinstrap,46.8,17.5,204.8,4766.0,False,True,False,True,False
Gentoo,49.5,15.2,213.1,5334.0,True,False,False,False,True
Gentoo,45.2,14.3,224.8,5274.0,True,False,False,False,True
Adelie,39.5,16.2,184.3,3536.0,False,False,True,True,False
Adelie,36.5,17.1,197.0,4124.0,True,False,False,False,True
Gentoo,42.2,14.1,216.7,4842.0,True,False,False,True,False
Adelie,35.1,15.2,186.3,4725.0,False,False,True,True,False
Adelie,38.0,18.3,182.3,3840.0,False,False,True,True,False
Adelie,37.7,18.9,183.0,3412.0,True,False,False,True,False
Adelie,44.5,19.7,181.8,4054.0,True,False,False,True,False
Gentoo,47.0,15.2,220.0,5965.0,True,False,False,False,True
Gentoo,44.0,14.3,222.4,5235.0,True,False,False,True,False
Adelie,34.0,17.2,189.6,3941.0,True,False,False,False,True
Adelie,42.6,16.0,195.5,4046.0,False,False,True,False,True
Adelie,39.5,19.2,184.8,4012.0,False,False,True,True,False
Adelie,32.8,17.6,193.9,3048.0,False,False,True,True,False
Gentoo,49.5,15.7,217.5,5515.0,True,False,False,False,True
Adelie,34.3,19.6,190.3,4012.0,True,False,False,False,True
Gentoo,43.8,16.0,219.5,5354.0,True,False,False,False,True
Adelie,39.9,18.3,187.8,4098.0,True,False,False,True,False
Adelie,38.2,19.5,185.0,3685.0,True,False,False,False,True
Chinstrap,47.6,18.0,199.7,3162.0,False,True,False,True,False
Chinstrap,46.1,17.3,194.0,4152.0,False,True,False,False,True
Chinstrap,48.4,17.4,193.3,3533.0,False,True,False,True,False
Adelie,33.9,18.4,201.8,3981.0,False,False,True,False,True
Chinstrap,47.9,17.5,202.5,3192.0,False,True,False,False,True
Chinstrap,42.0,18.3,199.5,3837.0,False,True,False,False,True
Chinstrap,49.4,17.5,195.2,2781.0,False,True,False,True,False
Adelie,39.5,16.3,189.8,3850.0,False,True,False,True,False
Chinstrap,52.7,18.6,201.0,4182.0,False,True,False,False,True
Gentoo,47.9,15.3,224.3,5203.0,True,False,False,True,False
Adelie,40.4,19.8,191.5,4081.0,True,False,False,False,True
Chinstrap,45.2,18.6,206.5,3853.0,False,True,False,True,False
Chinstrap,50.3,18.9,202.4,3080.0,False,True,False,False,True
Gentoo,47.3,14.2,211.2,5123.0,True,False,False,True,False
Gentoo,47.1,14.3,213.9,4736.0,True,False,False,True,False
Adelie,41.2,18.2,194.5,2577.0,False,False,True,True,False
Adelie,35.1,16.1,198.3,4012.0,False,True,False,False,True
Adelie,40.3,17.6,187.0,4046.0,True,False,False,False,True
Gentoo,47.6,14.6,209.8,4591.0,True,False,False,True,False
Gentoo,45.8,14.0,215.2,5483.0,True,False,False,False,True
Chinstrap,48.5,21.6,192.9,3764.0,False,True,False,True,False
Adelie,37.5,18.0,188.3,3591.0,True,False,False,False,True
Adelie,37.9,15.8,198.7,3112.0,False,False,True,True,False
Adelie,41.9,18.5,197.1,4399.0,False,False,True,True,False
Gentoo,43.6,15.0,214.9,5371.0,True,False,False,True,False
Gentoo,46.7,15.6,215.1,4967.0,True,False,False,False,True
Chinstrap,49.1,18.0,189.7,3054.0,False,True,False,True,False
Gentoo,47.8,15.7,212.7,5155.0,True,False,False,True,False
Adelie,37.2,20.5,194.6,3447.0,False,False,True,False,True
Adelie,38.6,18.1,190.8,3803.0,False,False,True,True,False
Adelie,40.2,19.4,196.9,4123.0,False,False,True,True,False
Chinstrap,48.3,18.6,193.5,4260.0,False,True,False,True,False
Chinstrap,48.0,17.1,207.1,3479.0,False,True,False,True,False
Adelie,39.3,18.6,191.9,3923.0,True,False,False,True,False
Gentoo,44.4,14.1,211.5,6175.0,True,False,False,True,False
Gentoo,50.9,16.0,222.8,4397.0,True,False,False,False,True
Adelie,36.7,18.9,202.2,4305.0,False,False,True,True,False
Adelie,43.7,18.1,188.7,4007.0,True,False,False,False,True
Chinstrap,45.4,17.5,192.8,4110.0,False,True,False,True,False
Chinstrap,52.6,19.0,191.6,3653.0,False,True,False,False,True
Chinstrap,42.1,19.1,197.1,3795.0,False,True,False,True,False
Chinstrap,49.5,20.0,183.2,3741.0,False,True,False,False,True
Adelie,44.0,17.0,193.1,4103.0,False,False,True,True,False
Adelie,42.7,17.3,190.2,3623.0,True,False,False,True,False
Adelie,34.0,19.3,186.3,3788.0,True,False,False,True,False
Adelie,32.8,19.2,189.8,4241.0,True,False,False,False,True
Gentoo,50.5,15.4,217.0,5496.0,True,False,False,False,True
Adelie,42.3,18.7,189.2,4197.0,True,False,False,True,False
Adelie,39.0,18.1,186.9,3111.0,True,False,False,False,True
Adelie,41.9,19.7,197.5,3690.0,False,True,False,False,True
Chinstrap,42.3,17.6,196.2,3714.0,False,True,False,True,False
Chinstrap,48.2,19.7,189.8,4130.0,False,True,False,False,True
Gentoo,48.2,15.1,221.7,4930.0,True,False,False,False,True
Adelie,43.0,18.2,183.7,3180.0,True,False,False,True,False
Chinstrap,47.5,17.7,195.3,3611.0,False,True,False,True,False
Adelie,40.5,18.4,191.1,3266.0,False,False,True,False,True
Chinstrap,53.5,19.5,202.9,4404.0,False,True,False,False,True
Adelie,39.1,18.1,189.5,4317.0,True,False,False,False,True
Adelie,40.5,17.4,190.4,3756.0,False,False,True,True,False
Adelie,37.1,16.3,194.3,3054.0,False,False,True,True,False
Gentoo,40.7,16.2,222.7,5239.0,True,False,False,False,True
Gentoo,43.3,14.9,203.2,5019.0,True,False,False,False,True
Chinstrap,44.7,19.0,203.9,4272.0,False,True,False,True,False
Adelie,39.5,17.9,186.1,3667.0,False,False,True,False,True
Adelie,35.3,17.7,180.3,3194.0,True,False,False,False,True
Adelie,34.8,18.2,195.3,3760.0,True,False,False,True,False
Gentoo,53.0,14.8,208.4,4819.0,True,False,False,True,False
Gentoo,55.6,13.9,213.6,5329.0,True,False,False,False,True
Gentoo,49.7,14.6,232.2,4881.0,True,False,False,False,True
Adelie,37.5,18.2,204.1,3059.0,False,True,False,True,False
Chinstrap,50.1,18.6,206.3,3786.0,False,True,False,True,False
Chinstrap,49.8,18.2,201.9,3879.0,False,True,False,True,False
Gentoo,44.0,15.4,228.2,3565.0,True,False,False,False,True
Gentoo,50.1,14.6,225.5,5211.0,True,False,False,True,False
Gentoo,44.1,15.9,215.2,5376.0,True,False,False,True,False
Adelie,36.7,17.8,188.3,3615.0,False,False,True,True,False
Gentoo,42.7,14.5,219.9,5655.0,True,False,False,False,True
Chinstrap,47.8,19.2,204.9,3522.0,False,True,False,True,False
Gentoo,49.4,14.1,197.8,4808.0,True,False,False,False,True
Chinstrap,46.1,17.7,194.4,3813.0,False,True,False,False,True
Adelie,40.4,18.5,183.7,3078.0,False,True,False,False,True
Chinstrap,49.9,17.3,194.5,3567.0,False,True,False,False,True
Gentoo,46.9,15.3,219.1,5147.0,True,False,False,True,False
Adelie,34.2,19.7,190.3,3794.0,False,True,False,False,True
Gentoo,48.1,15.3,209.4,5136.0,True,False,False,True,False
Gentoo,46.1,12.4,212.9,5536.0,True,False,False,True,False
Gentoo,46.6,15.4,212.4,5176.0,True,False,False,True,False
Adelie,43.2,17.2,193.2,3485.0,False,False,True,False,True
Adelie,38.1,15.8,188.6,3940.0,True,False,False,True,False
Gentoo,48.6,14.4,224.8,6382.0,True,False,False,True,False
Adelie,37.8,16.1,185.5,3084.0,False,True,False,False,True
Gentoo,49.7,16.0,216.4,5029.0,True,False,False,True,False
Gentoo,50.8,14.1,217.6,4441.0,True,False,False,True,False
Gentoo,50.0,15.2,213.6,5451.0,True,False,False,False,True
Gentoo,49.9,16.8,209.1,4801.0,True,False,False,False,True
Gentoo,43.1,14.4,217.3,4702.0,True,False,False,False,True
Adelie,37.6,20.0,192.1,3835.0,False,True,False,True,False
Gentoo,49.0,15.7,228.3,5187.0,True,False,False,False,True
Adelie,41.8,18.3,188.6,4377.0,False,False,True,False,True
Gentoo,54.4,15.1,218.7,5330.0,True,False,False,True,False
Adelie,39.5,15.8,177.9,3565.0,False,False,True,True,False
Gentoo,42.9,12.8,212.3,4757.0,True,False,False,True,False
Gentoo,51.4,15.8,217.6,5236.0,True,False,False,False,True
Gentoo,48.4,12.8,219.1,5800.0,True,False,False,False,True
Adelie,40.2,17.7,175.0,3866.0,True,False,False,True,False
Gentoo,44.0,14.1,214.7,4307.0,True,False,False,False,True
Adelie,33.7,18.4,202.3,3273.0,False,True,False,True,False
Chinstrap,54.4,18.1,192.4,3456.0,False,True,False,False,True
Adelie,40.7,18.3,195.1,3821.0,True,False,False,True,False
Gentoo,44.0,16.0,213.9,4383.0,True,False,False,True,False
Gentoo,47.4,15.0,212.7,4616.0,True,False,False,False,True
Gentoo,46.2,14.5,217.1,4438.0,True,False,False,True,False
Gentoo,45.7,14.6,214.9,4957.0,True,False,False,True,False
Gentoo,51.0,12.9,232.1,5354.0,True,False,False,True,False
Adelie,40.3,17.5,198.5,2989.0,True,False,False,False,True
Adelie,46.9,18.0,193.3,3408.0,False,True,False,True,False
Gentoo,48.5,16.2,225.0,5737.0,True,False,False,True,False
Adelie,44.0,20.3,194.6,4064.0,False,True,False,True,False
Adelie,41.1,18.6,184.2,3268.0,False,True,False,True,False
Gentoo,44.0,13.6,208.9,4484.0,True,False,False,False,True
Adelie,36.7,18.7,185.2,4089.0,False,True,False,True,False
Gentoo,48.2,15.4,220.5,5426.0,True,False,False,False,True
Adelie,44.0,19.6,175.5,3806.0,True,False,False,True,False
Adelie,39.5,19.6,183.6,4338.0,False,False,True,True,False
Adelie,36.7,19.6,197.5,3721.0,False,True,False,False,True
Adelie,39.9,18.1,186.6,3631.0,True,False,False,False,True
Chinstrap,51.5,17.8,196.7,4513.0,False,True,False,True,False
Gentoo,46.6,15.5,220.1,6117.0,True,False,False,True,False
Chinstrap,41.1,16.8,192.7,3278.0,False,True,False,False,True
Adelie,40.7,17.1,188.5,4364.0,False,True,False,False,True
Chinstrap,42.3,18.4,198.7,3698.0,False,True,False,False,True
Adelie,41.6,17.8,190.1,3173.0,False,True,False,False,True
Chinstrap,47.7,16.3,195.8,3445.0,False,True,False,True,False
Adelie,43.0,17.5,187.9,3456.0,False,False,True,True,False
Chinstrap,48.3,18.4,198.1,3930.0,False,True,False,True,False
Gentoo,51.9,14.2,224.1,4337.0,True,False,False,False,True
Adelie,38.7,16.9,190.0,3486.0,False,False,True,False,True
Chinstrap,48.2,17.5,199.0,3151.0,False,True,False,False,True
Gentoo,49.3,14.4,213.0,5442.0,True,False,False,False,True
Adelie,35.8,14.9,189.8,4498.0,False,False,True,False,True
Adelie,32.9,18.8,191.1,3422.0,True,False,False,False,True
Gentoo,44.0,16.0,211.3,5594.0,True,False,False,True,False
Gentoo,51.3,13.7,227.0,5252.0,True,False,False,False,True
Adelie,44.0,15.9,193.1,4012.0,False,True,False,True,False
Adelie,40.5,18.2,186.9,3785.0,False,False,True,True,False
Chinstrap,47.6,18.0,193.5,3479.0,False,True,False,True,False
Adelie,44.0,17.8,177.1,3584.0,True,False,False,True,False
Chinstrap,49.8,18.4,187.8,3675.0,False,True,False,False,True
Chinstrap,49.5,16.9,206.7,3713.0,False,True,False,True,False
Adelie,39.0,19.6,174.2,3308.0,True,False,False,True,False
Gentoo,45.1,14.7,213.9,5070.0,True,False,False,True,False
Adelie,44.0,20.8,185.5,3420.0,False,False,True,False,True
Gentoo,50.5,14.1,207.3,5292.0,True,False,False,False,True
Adelie,34.1,17.8,187.1,3769.0,False,True,False,True,False
Chinstrap,53.6,18.2,197.9,3615.0,False,True,False,True,False
Adelie,34.9,18.2,187.8,3701.0,False,False,True,False,True
Gentoo,44.2,17.2,227.8,5306.0,True,False,False,True,False
Gentoo,45.2,15.4,215.9,5298.0,True,False,False,True,False
Adelie,39.5,17.1,190.0,3460.0,False,False,True,False,True
Adelie,34.4,20.0,197.4,3494.0,False,True,False,False,True
Gentoo,47.9,14.7,213.3,5226.0,True,False,False,False,True
Chinstrap,50.4,17.1,187.3,3777.0,False,True,False,True,False
Chinstrap,45.4,16.7,196.9,3625.0,False,True,False,True,False
Adelie,39.8,17.7,181.8,4489.0,False,True,False,False,True
Gentoo,49.0,15.1,212.4,5023.0,True,False,False,True,False
Adelie,39.8,19.7,183.9,3400.0,False,True,False,False,True
Gentoo,49.3,14.9,221.1,4924.0,True,False,False,False,True
Chinstrap,46.6,19.9,193.2,3785.0,False,True,False,True,False
Gentoo,46.2,13.5,218.3,5517.0,True,False,False,True,False
Adelie,39.2,19.7,196.7,3775.0,True,False,False,False,True
Gentoo,45.3,15.1,215.4,4933.0,True,False,False,False,True
Gentoo,50.2,14.9,227.8,6025.0,True,False,False,True,False
Gentoo,45.6,16.3,225.5,4279.0,True,False,False,True,False
Adelie,43.7,18.3,204.9,4567.0,False,True,False,False,True
Chinstrap,44.0,16.0,197.3,4287.0,False,True,False,False,True
Adelie,38.5,17.4,187.4,4542.0,True,False,False,False,True
Adelie,40.1,18.9,197.4,3901.0,False,False,True,True,False
Gentoo,44.5,14.6,213.6,4076.0,True,False,False,True,False
Gentoo,41.9,14.9,221.0,5241.0,True,False,False,False,True
Chinstrap,48.7,18.0,192.5,3852.0,False,True,False,True,False
Gentoo,45.9,15.1,223.8,4074.0,True,False,False,True,False
Gentoo,46.5,13.6,219.3,6012.0,True,False,False,True,False
Adelie,38.2,20.5,197.4,4038.0,False,False,True,True,False
Adelie,38.1,17.2,185.3,3590.0,False,True,False,False,True
Adelie,36.8,15.8,189.4,3869.0,True,False,False,False,True
Chinstrap,51.2,17.8,198.1,3615.0,False,True,False,True,False
Adelie,37.0,16.6,192.4,4077.0,False,False,True,False,True
Adelie,40.3,18.1,190.0,3125.0,True,False,False,False,True
Chinstrap,49.4,17.8,201.4,3069.0,False,True,False,False,True
Adelie,40.6,18.3,195.5,4012.0,True,False,False,True,False
Adelie,38.2,19.7,191.5,3895.0,False,False,True,True,False
Adelie,38.3,20.2,196.6,3023.0,False,True,False,True,False
Chinstrap,48.9,18.2,194.3,3842.0,False,True,False,True,False
